,companyName,datePublished,ratingValue,reviewBody
643,DuGood Credit Union,2021-01-22,Rated 5 out of 5 stars,I high recommend DuGood Credit Union. I am very happy with the knowledgeable and courteous service I received. I will certainly do business with them again.
644,DuGood Credit Union,2021-01-22,Rated 5 out of 5 stars,Thank you for a convenient and timely transaction. The team work between your branches was fantastic. You truly put the customer first.
645,DuGood Credit Union,2021-01-20,Rated 4 out of 5 stars,"Team did a great job with processing the loan (start to finish) using email, phone, and online application portal. Improvement opportunity: Slow down and clarify the home equity loan expectation and requirements. Use email instead of overloading the conversation on the phone. Use email to compliment the phone conversation."
646,DuGood Credit Union,2021-01-20,Rated 5 out of 5 stars,Awesome...I really had a great experience with Audrey in the loan department..She was friendly responded very quickly ..I really enjoyed working with her and will refer family and friends to Dugood FCU.
647,DuGood Credit Union,2021-01-15,Rated 5 out of 5 stars,I Heard so much about how great this credit union was from my neighbors that  I had to  get hooked up with them so I went in with a mask on looking like a bank robber and was treated with respect and the fastest service opening a new account I’d ever seen... courtesy was everywhere!  I Love my new DU Good FCU...
648,DuGood Credit Union,2021-01-15,Rated 5 out of 5 stars,Such a great staff and just took care of me and helped me with everything. Highly recommend!
649,DuGood Credit Union,2021-01-14,Rated 5 out of 5 stars,"Very convenient and easy procedures, they are very helpful for any transaction."
650,DuGood Credit Union,2021-01-14,Rated 5 out of 5 stars,I have never had any trouble with the bank always do what I need done
651,DuGood Credit Union,2021-01-14,Rated 5 out of 5 stars,I used Tammy and Sandy at the Jasper branch for the purchase of my new boat. They were super helpful and the process was extremely easy.
652,DuGood Credit Union,2021-01-13,Rated 5 out of 5 stars,I love this credit union because they give quality service to their customers.
653,DuGood Credit Union,2021-01-13,Rated 5 out of 5 stars,The process was prompt and through.. And I received an immediate answer.
654,DuGood Credit Union,2021-01-12,Rated 5 out of 5 stars,Literally one of the easiest and fastest experiences with a bank I've ever had. They were even training a new loan officer and it was still easy. The staff here is some of the most friendly staff around.
655,DuGood Credit Union,2021-01-09,Rated 5 out of 5 stars,There fast quick and effective
656,DuGood Credit Union,2021-01-07,Rated 5 out of 5 stars,"I dreaded changing my mortgage from the comfort of my current company, to another however, with rates falling and DuGood offering a fantastic program, I decided to give it a try. I was so pleased to find out the many ways DuGood has made it almost effortless to not only become a new member, but also apply and complete the home equity/mortgage process.I became a member in a matter of minutes online, no contact, no need to make a long trip. Then, was able to complete my application, upload my documents and total time being about 45 minutes, had my refinance on the way. It was just amazing and each staff member, between several offices were pleasant and more than willing to go above and beyond to make the experience just about as easy as could be.I not only recommend DuGood, but have already opened a second account for my son who is in college so he can take advantage of the car finance program they are offering."
657,DuGood Credit Union,2021-01-06,Rated 5 out of 5 stars,The lady that opened my account was very nice and professional. I felt comfortable and informed.
658,DuGood Credit Union,2021-01-06,Rated 4 out of 5 stars,
659,DuGood Credit Union,2021-01-04,Rated 5 out of 5 stars,"Great Remote Experience Working in Houston and not being able to visit in person, but Brenda Franks made the process easy.  She kept me informed as the process was developing and I was able to go about my day, as she worked feverishly in the background."
660,DuGood Credit Union,2021-01-03,Rated 5 out of 5 stars,My first time ever buying a new to me car. LaToya made it so easy. She walked thru every step with me and made it such a special time for me. Thank you all for the great experience.
661,DuGood Credit Union,2020-12-31,Rated 5 out of 5 stars,"Easy, Great Customer Service Thank you 😊"
662,DuGood Credit Union,2020-12-31,Rated 5 out of 5 stars,I had a positive experience at Dugood with the associate who handled my requests. I explained what I wanted and it was expeditiously taken care of. I will recommend Dugood to anyone looking for a friendly experience with people who treat you like family. You feel a sense of care and respect when you are greeted.
663,DuGood Credit Union,2020-12-31,Rated 5 out of 5 stars,Very helpful people an always happy to see you.  Been with Dugood for years will never leave.
664,DuGood Credit Union,2020-12-30,Rated 5 out of 5 stars,"I called my loan officer Tuesday morning.Told her what I needed the loan for and the amount I needed.  We talked about the amount, rate and payment. I told her it all sounded good. She called me after lunch just like planned. Papers were ready to be sign. So we went in and signed the papers without having to wait. It was easy and pleasant. Love our credit union. Very nice people ready to help the customer."
665,DuGood Credit Union,2020-12-24,Rated 5 out of 5 stars,Great response  time. Good service
666,DuGood Credit Union,2020-12-22,Rated 5 out of 5 stars,Fast service and got my loan in less than 30 minutes.
667,DuGood Credit Union,2020-12-22,Rated 5 out of 5 stars,"It was fast, efficient and hassle free"
668,DuGood Credit Union,2020-12-22,Rated 5 out of 5 stars,"I absolutely love the service that I got on December 21, 2020. They worked fast to help me with no hassle. It was pretty awesome, and I thank you"
669,DuGood Credit Union,2020-12-22,Rated 5 out of 5 stars,
670,DuGood Credit Union,2020-12-21,Rated 5 out of 5 stars,Brenda Franks and Raven Smith did a great job helping us get our loan so we could get our new trailer in Georgia. Our other trailer caught fire and we were living in a motel. This is why I have and always will be a member of DuGood. The people that work there really do care.Thank you Brenda and Raven
671,DuGood Credit Union,2020-12-21,Rated 5 out of 5 stars,
672,DuGood Credit Union,2020-12-21,Rated 5 out of 5 stars,"We had fire in our RV, while out of state. Brenda Franks and Raven Smith really helped us tremendously on getting our loan for a new RV.Thank you,Diana Brison"
673,DuGood Credit Union,2020-12-19,Rated 5 out of 5 stars,Rhonda helped me with financing a new Polaris ranger. She had already completed the paperwork when the dealer informed us that they had misquoted the purchase price. We discussed the issues and completed the sale on a different unit. She was very helpful. She has always taken care of my credit union needs. Very happy to have her working there.
674,DuGood Credit Union,2020-12-17,Rated 5 out of 5 stars,"Very courteous, quick response and warm family environment is always the experience at the Orange branch."
675,DuGood Credit Union,2020-12-16,Rated 5 out of 5 stars,My representative Kelli Hudgins was awesome to work with when getting my Home Equity Lone processed.  I am so happy to be able to start doing needed repairs and updates to my home.
676,DuGood Credit Union,2020-12-16,Rated 5 out of 5 stars,Very fast! Thank you for help
677,DuGood Credit Union,2020-12-15,Rated 5 out of 5 stars,I’ve financed a few vehicles with DuGood FCU and it’s always fast and easy with friendly and knowledgeable staff.
678,DuGood Credit Union,2020-12-15,Rated 5 out of 5 stars,I have been a member for over 35 years! And if I ever had a problem it has always been taken care of ! Everybody has always been kind and courteous!
679,DuGood Credit Union,2020-12-15,Rated 3 out of 5 stars,"I was disappointed with the decision of my loan approval. I was not granted the full amount due to finance history of another account and not based on history with you guys, I have never had a problem paying in fact I cleared debt with you guys in early 2020. My thoughts are leaning toward discontinuing business with DuGood Credit Union.Sincerely Disappointed Adrian"
680,DuGood Credit Union,2020-12-14,Rated 5 out of 5 stars,Super friendly customer service and very knowledgeable staff.
681,DuGood Credit Union,2020-12-12,Rated 5 out of 5 stars,Great service from all the staff at DuGood FCU.
